Category,Year,Statement,TaxonomyA_Categories,TaxonomyA_Explanations,TaxonomyB_Categories,TaxonomyB_Explanations
Brookfield_Asset_Management,2023,"Two years ago, Brookfield Renewable Power & Transition's business set a target to develop an additional 21,000 MW of new clean energy capacity by 2030 or the equivalent of doubling the size of its portfolio from that time.",3,This statement refers to a specific numeric target set by the company for future carbon emissions reduction.,2,"This statement refers to a past commitment made by the company, but the status of this commitment is not explicitly stated."
Brookfield_Asset_Management,2023,"It is making great progress towards this target, with 8,000 MW added since the beginning of 2022, including 5,000 MW in 2023.",,,3,This statement acknowledges progress towards a past commitment.
Brookfield_Asset_Management,2023,"To achieve the global goal of net-zero emissions by 2050, there must be a transformation of the global electricity capacity mix with the share of renewable energy shifting from 30% in 2022 to about 60% by 2030.",4,This statement refers to a net-zero or carbon-neutral target for future carbon emissions reduction.,,
Brookfield_Asset_Management,2023,"Our North American Residential Decarbonization Infrastructure business, Enercare, is facilitating the decarbonization of Canadian homes through its heat pump and tankless water heating offerings, as well as by supporting provincial conservation and demand management programs.",2,This statement refers to a generic/high-level commitment to future carbon emissions reduction.,,
Brookfield_Asset_Management,2023,"Telecommunications providers and data centers will also play a meaningful role in transitioning to a low-carbon and energy-efficient future by, for example, supporting increased process efficiency in industrial applications.",2,This statement refers to a high-level commitment to transition to a low-carbon and energy-efficient future.,,
Brookfield_Asset_Management,2023,"We provided capital to InterEnergy to fund growth and contribute to its plan to achieve net zero by 2050, which is underpinned by shifting its fuel mix from thermal to renewable energy.","4, 5","This statement refers to a specific net-zero target by 2050. | The statement also mentions a detailed plan to achieve this target, which includes shifting the fuel mix from thermal to renewable energy.",,
Brookfield_Asset_Management,2023,"InterEnergy partnered with Brookfield to develop a structured decarbonization transition plan with mid- and long-term goals, including specific emission intensity targets by 2030 and net zero by 2050.","3, 4, 5",This statement refers to a specific numeric target for emission intensity by 2030. | This statement also refers to a specific net-zero target by 2050. | The statement mentions a detailed decarbonization transition plan with mid- and long-term goals.,,
Brookfield_Asset_Management,2023,"In 2023, it commissioned and acquired approximately 37 MW of renewable power capacity, and it expects to bring on an additional 144 MW of capacity by the end of 2024.",3,This statement refers to a specific numeric target for renewable power capacity by the end of 2024.,3,This statement acknowledges progress made in 2023 towards increasing renewable power capacity.
Brookfield_Asset_Management,2023,"By 2026, our U.S. office portfolio will procure 100% of its electricity from clean energy sources.",3,This statement refers to a specific numeric target for procuring 100% of electricity from clean energy sources by 2026.,,
Brookfield_Asset_Management,2023,"The ultimate path of a transition to a net-zero economy is highly uncertain and will vary by sector, industry and geography. We believe that we can make a meaningful contribution through our investments that will support a net-zero transition and through our efforts to operationalize decarbonization across our assets that have higher emissions footprints.",4,This statement refers to a future commitment to support a net-zero transition and decarbonize assets with higher emissions footprints.,,
Brookfield_Asset_Management,2023,"As further described in Our Climate Strategy, a key imperative of our strategy to address transition risk is to engage with our portfolio companies on value-enhancing decarbonization strategies, as well as to explore value chain opportunities.",5,This statement refers to a detailed plan or roadmap for addressing transition risk and decarbonization.,,
Brookfield_Asset_Management,2023,"Our operations professionals engage with our portfolio companies on transition and decarbonization strategies, including by providing training and sharing of best practices for emissions measurement and goal setting, identifying decarbonization levers.",5,This statement refers to a detailed plan or roadmap for engaging with portfolio companies on transition and decarbonization strategies.,,
Brookfield_Asset_Management,2023,"Physical risk mitigation and adaptation strategies differ depending on the type of asset and its level of vulnerability to a particular physical hazard. In managing physical risks, structural integrity of an asset under different weather conditions and the suitability of insurance coverage are two areas of focus during acquisition due diligence and ongoing portfolio management.",5,This statement refers to a detailed plan or roadmap for managing physical risks and adapting strategies based on the type of asset and its vulnerability.,,
Brookfield_Asset_Management,2023,We will continue to work with our portfolio companies in further enhancing their physical risk mitigation and adaptation strategies by providing support for operational and other improvements and sharing of best practices.,5,This statement refers to a detailed plan or roadmap for continuing to work with portfolio companies to enhance their physical risk mitigation and adaptation strategies.,,
Brookfield_Asset_Management,2023,The number of assets exposed to coastal flooding risk is not projected to change significantly under the long-term higher emissions scenario.,3,This statement refers to a specific numeric target related to the company's future projections of assets exposed to coastal flooding risk.,,
Brookfield_Asset_Management,2023,Risks were previously identified and mitigation strategies vary by asset type.,,,3,This statement acknowledges progress in identifying risks and implementing mitigation strategies.
Brookfield_Asset_Management,2023,"Mitigation strategies are in place and continue to be improved, including, where applicable, vegetation management plans that meet or exceed industry standards.",5,This statement refers to a detailed plan or roadmap for improving mitigation strategies.,3,This statement acknowledges progress in implementing and improving mitigation strategies.
Brookfield_Asset_Management,2023,"In 2023, AusNet completed a seven-year program to install the world’s first deployment of Rapid Earth Fault Current Limiter (REFCL) technology designed to mitigate powerline-related ignition risks in 22 high risk bushfire areas across the electricity distribution network.",,,3,This statement acknowledges progress in completing a seven-year program to install REFCL technology.
Brookfield_Asset_Management,2023,"We invest in, enhance and monitor dam safety initiatives to mitigate future risks and adapt to changing climate conditions.",5,"This statement refers to a detailed plan or roadmap for investing in, enhancing, and monitoring dam safety initiatives.",,
Brookfield_Asset_Management,2023,"We recently partnered with the U.S. Department of Energy to further research the impact of climate change (e.g., flooding and drought) on rivers that feed into our hydropower generation assets.",5,This statement refers to a detailed plan or roadmap for partnering with the U.S. Department of Energy to research the impact of climate change.,,
Brookfield_Asset_Management,2023,Reducing the impact of our overall water consumption is an important area of focus for our portfolio companies.,2,This statement refers to a generic/high-level commitment to reduce water consumption.,,
Brookfield_Asset_Management,2023,"In the due diligence process, we identified heat stress as a future risk for the development. In response, we integrated additional resiliency considerations to ensure the development was designed to mitigate the potential for urban heat island effects under different future climate scenarios.",5,This statement refers to a detailed plan or roadmap for integrating resiliency considerations to mitigate future heat stress risk.,,
Brookfield_Asset_Management,2023,"Climate risk and opportunity management is an evolving aspect of our business. We recognize that there are a number of uncertainties and dependencies in understanding and addressing these risks and opportunities. Climate science, as well as associated methodologies, scenario analysis and industry standards, continue to evolve and there continue to be challenges with data quality and availability. Furthermore, other externalities, including technology, and economic and geopolitical events may have an evolving or unexpected impact. As such, we will continue to refine our understanding of how transition and physical climate issues may impact our portfolio companies and assets, and we expect to continue making enhancements to the way we assess, manage and report on climate-related risks and opportunities as we learn from our own experiences and incorporate advancements in climate science, relevant standards and best practices.",2,"This statement shows a generic/high-level commitment to managing climate-related risks and opportunities, and to continue refining their understanding and approach.",,
Brookfield_Asset_Management,2023,"Brookfield is aligned with the global ambition to achieve net zero across all assets under management by 2050. Achieving this will require mobilizing capital, a paradigm shift in how assets are managed, and government support through policy and regulation.",4,This statement shows a specific commitment to a net-zero or carbon-neutral target by 2050.,,
Brookfield_Asset_Management,2023,We set an ambition to reach net zero by 2050 or sooner and became a signatory to the Net Zero Asset Managers (NZAM) initiative in 2021.,"4, 6","This statement shows a specific commitment to a net-zero or carbon-neutral target by 2050 or sooner. | The company has made a commitment based on an external framework, the Net Zero Asset Managers (NZAM) initiative.",3,The company acknowledges progress towards their commitment by becoming a signatory to the NZAM initiative in 2021.
Brookfield_Asset_Management,2023,"We are committed to transparency, creating a high-quality and comprehensive emissions inventory and reporting on our progress to our stakeholders.",5,This statement shows a commitment to a detailed plan or roadmap for creating an emissions inventory and reporting progress.,,
Brookfield_Asset_Management,2023,"As we make progress advancing our investments toward decarbonization, we expect to iterate on our process, evaluate our net-zero progress and reset near-term targets bearing in mind our long-term ambition and NZAM commitment.",5,This statement shows a commitment to a detailed plan or roadmap for evaluating progress and adjusting targets.,5,The company mentions updating or extending their commitments as they make progress towards decarbonization.
Brookfield_Asset_Management,2023,"We are initially prioritizing Operationally Managed assets to implement emission reduction strategies, though we continue to conduct stewardship practices across our remaining AUM.",3,The company has a specific numeric target to prioritize Operationally Managed assets for emission reduction strategies.,,
Brookfield_Asset_Management,2023,We are committed to exhausting all other means of decarbonization and expect to utilize certified high-quality carbon offsets or removals only in instances where there are no technologically and/or financially viable ways to eliminate residual emissions.,2,The company has a generic/high-level commitment to exhaust all means of decarbonization before resorting to carbon offsets or removals.,,
Brookfield_Asset_Management,2023,All portfolio company decarbonization efforts are acknowledged and we will encourage these portfolio companies to continuously reassess decarbonization opportunities as these factors continue to evolve.,2,The company has a generic/high-level commitment to encourage portfolio companies to continuously reassess decarbonization opportunities.,,
Brookfield_Asset_Management,2023,"In another instance, in 2023, Brookfield Real Estate executed a programmatic agreement with Brookfield Renewable to install rooftop solar panels on select logistics facilities in the United States.",,,3,The company acknowledges progress/achievement of a past commitment to install rooftop solar panels on select logistics facilities.
Brookfield_Asset_Management,2023,Cbus Property has also set a net-zero carbon in operation target for the building upon completion.,4,The company has a net-zero or carbon-neutral target for the building upon completion.,,
Brookfield_Asset_Management,2023,"The redevelopment of E-Valley included a focus on leading sustainability and technical credentials, and is expected to achieve net-zero operations when complete.",4,The company has a net-zero or carbon-neutral target for the E-Valley redevelopment project.,,
Brookfield_Asset_Management,2023,We recognize that large-scale private sector financing for both developed and emerging economies is critical to achieve net zero.,2,The company has a generic/high-level commitment to achieve net zero through large-scale private sector financing.,,
Brookfield_Asset_Management,2023,"Over the last three years, Brookfield established ourselves as a leader in private fund transition investing with Global Transition Funds (BGTF I and II) dedicated to accelerating the shift to a net-zero economy.",,,3,The company acknowledges progress/achievement of a past commitment to establish Global Transition Funds dedicated to accelerating the shift to a net-zero economy.
Brookfield_Asset_Management,2023,"Looking ahead, one of the ways we expect to grow is through our Renewable Power & Transition business. As of today, we are on our way to raising our target of $40 billion in transition capital to be deployed in developed and emerging markets. We expect to grow our Transition business to $200 billion over the next decade.",3,This statement includes a specific numeric target for growth in the Renewable Power & Transition business.,,
Brookfield_Asset_Management,2023,"Brookfield’s first Global Transition Fund has already resulted in 820,199 MWh of clean energy produced, 57,000 tons annually of carbon captured and 592,142 mtCO e of emissions avoided as of December 31, 2023.",,,3,"This statement acknowledges progress made on past commitments, specifically the achievements of the Global Transition Fund."
Brookfield_Asset_Management,2023,"In 2023, we issued approximately $6.5 billion in green bonds, sustainability-linked debt and green preferred securities.",,,3,"This statement acknowledges progress made on past commitments, specifically the issuance of green bonds and other sustainability-linked financial instruments."
Brookfield_Asset_Management,2023,"We do not have a firmwide exclusion policy on coal or other fossil fuel investments. Similarly, we do not believe in divestment of high-emitting industries. Rather, we believe that there is significant value in supporting decarbonization of the highest-emitting sectors where we can deliver the greatest level of impact.",2,"This statement includes a high-level commitment to support decarbonization efforts, but does not provide specific numeric targets or detailed plans.",,
Brookfield_Asset_Management,2023,"In 2022 and 2023, Brookfield invested $12 billion into clean energy assets, over 3 times more than into sectors with significant fossil fuel exposure, outpacing the overall market, which committed only 1.6 times as much capital into clean energy as they did into fossil fuels, according to the International Energy Agency.",,,3,"This statement acknowledges progress made on past commitments, specifically the investment in clean energy assets."
Brookfield_Asset_Management,2023,"In October 2022, AdventHealth, a faith-based health system headquartered in Altamonte Springs, Florida, signed the U.S. Department of Health and Human Services Climate Pledge, committing to reduce its GHG emissions by 50% by 2030, and to being net zero by 2050.",4,"This statement includes a net-zero or carbon-neutral target for AdventHealth, a client of Brookfield.",,
Brookfield_Asset_Management,2023,This plan aims to reduce GHG emissions from,5,"The statement refers to a plan, which indicates a detailed plan or roadmap for reducing GHG emissions.",,
Brookfield_Asset_Management,2023,"In its first year using Parity, the Olivia has seen a 24% decrease in electricity and natural gas consumption, avoiding over 580 metric tons of GHG emissions and saving over $315,000.",,,3,The statement refers to a past commitment and acknowledges progress made in reducing GHG emissions.
Brookfield_Asset_Management,2023,Climate change and the transition to a lower-carbon economy present potential risks and opportunities for our portfolio companies and assets.,2,The statement refers to a generic/high-level commitment to transition to a lower-carbon economy.,,
Brookfield_Asset_Management,2023,"We partner with our stakeholders to actively facilitate knowledge sharing, advance climate priorities and provide support in achieving their decarbonization ambitions.",2,The statement refers to a generic/high-level commitment to support stakeholders in achieving their decarbonization ambitions.,,
Brookfield_Asset_Management,2023,"In 2023, this covered a broad range of topics, including our net-zero ambition, climate strategy, climate risk and opportunity assessments, scenario analysis, GHG emissions measurement, and emission reduction strategies.",4,"The statement refers to a net-zero ambition, which indicates a net-zero or carbon-neutral target.",2,"The statement mentions past commitments, but the status of these commitments is unknown."
Brookfield_Asset_Management,2023,"The need for climate action has never been more urgent, and finance plays a vital role in the transition to a more sustainable and inclusive global economy.",2,The statement refers to a generic/high-level commitment to transition to a more sustainable and inclusive global economy.,,
Brookfield_Asset_Management,2023,CFLI Colombia works to meaningfully accelerate the country’s transition to a net-zero economy.,4,"The statement refers to a net-zero target, which indicates a net-zero or carbon-neutral target.",,
Brookfield_Asset_Management,2023,"Specifically, we have directed our efforts on the measurement of the scope 1 and 2 emissions of",3,"The statement refers to a specific numeric target, as it mentions the measurement of scope 1 and 2 emissions.",,
Brookfield_Asset_Management,2023,We continue to prioritize the identification and execution of commercially viable opportunities to decarbonize our assets in line with our ambition to reach net zero.,4,"The company has a net-zero target, which is a forward-looking commitment.",,
Brookfield_Asset_Management,2023,"While we will be measuring progress over time, our ambition to achieve net zero by 2050 should be viewed in the spirit that it is intended, which is to drive the widest decarbonization impact while maintaining our fiduciary duty.",4,The company has a specific target year (2050) for achieving net-zero emissions.,,
Brookfield_Asset_Management,2023,"We will strive for and measure success in a variety of ways, including reductions in our absolute emissions and emissions intensity, expansion in the scope of asset coverage in our emissions inventory, and advancement of our portfolio companies along a decarbonization pathway.",5,The company has a detailed plan for measuring success in their decarbonization efforts.,,
Brookfield_Asset_Management,2023,"We know that collection and access to high quality emissions data is imperative to assessing our decarbonization progress. Our initial focus has been on robust, bottom-up measurement",5,The company has a detailed plan for collecting and accessing high-quality emissions data to assess their decarbonization progress.,,
Brookfield_Asset_Management,2023,"While our objective is to encourage and achieve maximum decarbonization potential across all of our investments, we recognize that our ability to control and influence outcomes varies widely across our asset base.",2,The company has a high-level commitment to encourage and achieve maximum decarbonization potential across all investments.,,
Brookfield_Asset_Management,2023,We focus on supporting our portfolio companies on their decarbonization journey. Key initiatives driving decarbonization progress this year across our business groups are highlighted below:,5,The company has a detailed plan for supporting their portfolio companies on their decarbonization journey.,3,The company acknowledges progress in their decarbonization efforts.
Brookfield_Asset_Management,2023,"We became a signatory to NZAM in 2021, joining an international group of asset managers committed, consistent with fiduciary duties to clients and beneficiaries, to supporting the goal of net zero emissions by 2050 or sooner.",6,The company has made a commitment based on an external framework (NZAM).,2,The company mentions a past commitment (becoming a signatory to NZAM in 2021).
Brookfield_Asset_Management,2023, is in line with global efforts to limit warming to well-below 2 degrees Celsius and to support investment aligned with net zero emissions by 2050 or sooner.,4,"The statement mentions a commitment to align with net zero emissions by 2050 or sooner, which is a net-zero or carbon-neutral target.",,
Brookfield_Asset_Management,2023,"We agreed to set an interim target for a portion of our AUM with the ambition to reduce emissions by 50% by 2030, as well as review our interim target at least every five years.","3, 5",The statement mentions a specific numeric target of reducing emissions by 50% by 2030. | The commitment to review the interim target at least every five years indicates a detailed plan or roadmap.,,
Brookfield_Asset_Management,2023,"We originally set $147 billion of assets on a path to net zero emissions by 2050 from a 2020 base year.8 In 2022, we increased our target to $201 billion.",4,"The statement mentions a commitment to set a certain amount of assets on a path to net zero emissions by 2050, which is a net-zero or carbon-neutral target.",3,The statement acknowledges progress on a past commitment by mentioning that the target was increased from $147 billion to $201 billion.
Brookfield_Asset_Management,2023,Other key targets and achievements across our business include Brookfield’s Renewable Power & Transition business’ commitment to achieve net zero in its operations across scope 1 and 2 by 2030.,4,"The statement mentions a commitment to achieve net zero in its operations across scope 1 and 2 by 2030, which is a net-zero or carbon-neutral target.",,
Brookfield_Asset_Management,2023,"Also, Brookfield's Real Estate group is committed to powering its U.S. office portfolio with clean energy by 2026 and Brookfield Real Estate's India portfolio set an ambition to reach net-zero emissions by 2040.","4, 3","The statement mentions a commitment to reach net-zero emissions by 2040, which is a net-zero or carbon-neutral target. | The commitment to power the U.S. office portfolio with clean energy by 2026 is a specific numeric target.",,
Brookfield_Asset_Management,2023,"Office Portfolio references the draft SBTi Buildings Guidance internal expertise to provide training. We see great oppor- Sustainability at Brookfield net zero alignment standard, developed in collaboration with Carbon Risk Real Estate Monitor (CRREM), as its applicable decarbonization pathway.","4, 6","The statement refers to a net-zero alignment standard, indicating a commitment to a net-zero or carbon-neutral target. | The statement mentions the SBTi Buildings Guidance and CRREM, indicating a commitment based on external frameworks.",,
Brookfield_Asset_Management,2023,"Assets in this portfolio continue to progress towards 5–10- year emissions reduction targets, including by procuring clean energy.",3,The statement mentions specific numeric targets for emissions reduction over a defined time period.,3,The statement acknowledges progress towards past commitments.
Brookfield_Asset_Management,2023,"Importantly, we are committed to advancing portfolio compa- nies’ decarbonization journey even if it is not feasible for them to immediately conform to a net-zero aligned pathway.",2,"The statement expresses a high-level commitment to advancing decarbonization, even if immediate net-zero alignment is not feasible.",,
Brookfield_Asset_Management,2023,"Over the coming decades, we may consider decarbonizing, repurposing, repositioning, or phasing-out approaches, depending on the nature and specific economic circumstances, which are aligned with net-zero expectations.",4,"The statement refers to future considerations aligned with net-zero expectations, indicating a commitment to a net-zero or carbon-neutral target.",,
Brookfield_Asset_Management,2023,We have measured and tracked emissions across our busi- ness groups for several years.,,,3,The statement acknowledges past efforts to measure and track emissions.
Brookfield_Asset_Management,2023,Brookfield's corporate scope 1 emissions decreased due to reduced natural gas consumption and fugitive emissions.,,,3,The statement acknowledges progress in reducing past emissions.
Brookfield_Asset_Management,2023,"We continue to focus our efforts on lowering our firm’s corporate emissions, including by powering the majority of our office sites with clean energy.",2,The statement expresses a high-level commitment to reducing corporate emissions and using clean energy.,,
Brookfield_Asset_Management,2023,GHG emissions across our controlled portfolio companies in 2023 were 9.4 million mtCOe. Our controlled portfolio company emissions declined compared to prior year emissions of 9.6 million mtCOe and base year emissions of 9.8 million mtCOe.,,,3,The statement acknowledges progress in reducing past emissions.
Brookfield_Asset_Management,2023,"Infrastructure’s business has a decreasing trend, approximately 50% relative to base year, and 8% from 2022, driven by increased business activity and revenues since 2020.",3,The statement mentions a specific numeric target for decreasing emissions.,3,The statement acknowledges progress towards the target.
Brookfield_Asset_Management,2023,"Across our Real Estate business, total scope 1 and 2 emissions for controlled portfolio companies were 851,368 mtCO 2e. This is a 15% reduction from its base year emissions of 1,002,065 mtCOe, and a 15% reduction from 2022 of 1,006,442 mtCOe.",3,The statement mentions a specific numeric target for reducing emissions.,3,The statement acknowledges progress towards the target.
Brookfield_Asset_Management,2023,"Within our Private Equity business, total scope 1 and 2 emissions for controlled portfolio companies were 3,350,384 mtCOe. This is a 22% reduction.",3,The statement mentions a specific numeric target for reducing emissions.,3,The statement acknowledges progress towards the target.
Brookfield_Asset_Management,2023,"Going forward, we will endeavor to improve access to information to increase data quality, primarily across our financed emissions, to achieve 100% disclosure coverage.",5,The statement outlines a detailed plan or roadmap for improving data quality and disclosure coverage.,,
Brookfield_Asset_Management,2023,We expect it to incorporate an increasing focus on scope 3 emissions over time.,2,The statement makes a generic/high-level commitment to focus more on scope 3 emissions in the future.,,
Brookfield_Asset_Management,2023,"We aim to protect biodiversity throughout the life cycle of our investments, including by encouraging the consideration of nature when evaluating new investments.",2,This statement shows a high-level commitment to protect biodiversity throughout the life cycle of investments.,,
Brookfield_Asset_Management,2023,"During the first phase of the framework’s implementation, we seek to provide training and resources to enable a pilot project with a small number of portfolio companies data collection, and where appropriate, we engage local community members, Indigenous groups and experts to monitor nature impacts and conduct studies to further our conservation efforts.",5,This statement refers to a detailed plan or roadmap for implementing a framework to monitor nature impacts and further conservation efforts.,,
Brookfield_Asset_Management,2023,"In 2024, Renewable Power & Transition will implement its Biodiversity Management Framework across all its development and operational assets, prioritizing sites in ecologically sensitive areas.",3,This statement refers to a specific numeric target for the implementation of the Biodiversity Management Framework in 2024.,,
Brookfield_Asset_Management,2023,"As well, in 2023, Brookfield Real Estate began a portfolio-wide assessment of its nature risks and opportunities, working toward developing a nature management framework to align with the TNFD recommendations.",5,This statement refers to a detailed plan or roadmap for developing a nature management framework aligned with TNFD recommendations.,3,This statement acknowledges progress made in 2023 when Brookfield Real Estate began a portfolio-wide assessment of its nature risks and opportunities.
Brookfield_Asset_Management,2023,"Looking ahead, we continue to evaluate how we can enhance our strategy, share key learnings and continue to incorporate nature-related considerations throughout the investment process, including by identifying opportunities complementary to our value creation model.",2,This statement shows a high-level commitment to continue incorporating nature-related considerations throughout the investment process.,,
Brookfield_Asset_Management,2023,"Brookfield Infrastructure’s U.K. Regulated Utility business, SGN, has committed land across its company portfolio to biodiversity enhancement projects to reverse species decline and create green spaces. In 2023, 114 biodiversity baseline studies were carried out and seven improvement projects were implemented.",3,This statement refers to a specific numeric target for carrying out biodiversity baseline studies and implementing improvement projects.,3,This statement acknowledges progress made in 2023 when 114 biodiversity baseline studies were carried out and seven improvement projects were implemented.
Brookfield_Asset_Management,2023,"We continue to collect metrics related to water use and scarcity, as well as hazardous and non-hazardous waste generation.",2,"This statement shows a generic/high-level commitment to monitoring environmental metrics, including water use and waste generation.",,
Brookfield_Asset_Management,2023,"In the case of Verfrut, by installing a floating solar panel farm on the reservoir, it provides the site with renewable electricity while simultaneously reducing evaporation from the irrigation reservoir by 60%.",3,This statement shows a specific numeric target of reducing evaporation from the irrigation reservoir by 60% through the installation of a floating solar panel farm.,3,This statement acknowledges progress towards the specific target of reducing evaporation from the irrigation reservoir.
Brookfield_Asset_Management,2023,"To minimize water withdrawals and consumption, Brookfield Real Estate have invested in robust leak detection programs across its assets and installed efficient faucet aerators and low-flow fixtures.",5,This statement shows a detailed plan or roadmap for minimizing water withdrawals and consumption through various measures.,,
Brookfield_Asset_Management,2023,38 % water consumption reduction since FY 2019-20,,,3,"This statement acknowledges progress towards the goal of reducing water consumption, with a 38% reduction since FY 2019-20."
Brookfield_Asset_Management,2023,"Every day across its global system, Clarios collects and turns around 8,000 used batteries into new units with the goal of ensuring all vehicle batteries are not only responsibly designed but can be economically and responsibly recovered and repurposed.",5,"This statement shows a detailed plan or roadmap for managing used batteries, with a specific daily target of repurposing 8,000 units.",,
Brookfield_Asset_Management,2023,"Ecoworld’s waste management strategy completely changed the building’s waste profile. It reduced landfilled waste from 60% to 3%, and recycled waste increased from 40% in 2015 to 97% in 2021.",,,3,"This statement acknowledges progress towards the goal of reducing landfilled waste and increasing recycled waste, with specific figures provided for the changes achieved."
Brookfield_Asset_Management,2023,"Brookfield expects employees to understand their strengths, recognize their weaknesses, be willing to stretch outside their comfort zones, and be willing to ask for help when necessary.",2,"This statement refers to a high-level commitment to employee development and growth, but does not provide specific numeric targets or detailed plans.",,
Brookfield_Asset_Management,2023,Our focus on the long term is more than just an investment strategy: it is also central to our hiring philosophy.,2,"This statement refers to a high-level commitment to long-term focus in hiring, but does not provide specific numeric targets or detailed plans.",,
Brookfield_Asset_Management,2023,"Brookfield is committed to a hiring process that is objective, nondiscriminatory and in compliance with all applicable legislation and good governance.",2,"This statement refers to a high-level commitment to an objective and nondiscriminatory hiring process, but does not provide specific numeric targets or detailed plans.",,
Brookfield_Asset_Management,2023,Our grow-from-within talent strategy prioritizes internal mobility to provide opportunities to expand professional experience and enhance collaboration across the business.,2,"This statement refers to a high-level commitment to internal mobility and talent development, but does not provide specific numeric targets or detailed plans.",,
