Category,Year,Statement,TaxonomyA_Categories,TaxonomyA_Explanations,TaxonomyB_Categories,TaxonomyB_Explanations
Savills_UK,2023,"We aim to create a lasting positive social impact on local communities. In 2023, we donated and fundraised a total of £895,000 and gave 10,800 hours* to charities, community groups, pro bono and educational outreach.",2,This statement refers to a high-level commitment to create a lasting positive social impact on local communities.,,
Savills_UK,2023,"We continue to strengthen our strategic partnership with LandAid, the property industry charity working to end youth homelessness. As a founding partner of their pro bono scheme, we embrace the opportunity to deliver our professional services free of charge to LandAid charity partners. In 2023, Savills delivered 620 hours of pro bono support, 327 of which were matched via the LandAid pro bono scheme.",5,This statement refers to a detailed plan or roadmap for strengthening the strategic partnership with LandAid and delivering pro bono support.,3,This statement acknowledges progress made in 2023 towards the commitment of delivering pro bono support.
Savills_UK,2023,"Corporate GHG Emissions, 2023 2022 2021 2020 2019 % change % change
Gas Emissions (GHG)
tonnes CO2e vs 2022 vs 2019
Footprint
Scope 1 (Direct) 239 283 380 453 334 -15.8% -28.6%
Scope 2 (Indirect, market based) 391 556 542 826 1,030 -29.7% -62.0%
Total scope 1 & 2 630 839 922 1,279 1,364 -25.0% -53.8%",,,3,This statement acknowledges progress made in reducing GHG emissions from 2019 to 2023.
Savills_UK,2023,"Savills UK Sustainability Targets
2021-2023
Objective Measure Target Target Year Page reference
1 Undertake an annual “wellness programme” Action Undertake programme Annual 13
2 Ensure that we have trained mental health champions across the business Number of champions 300 2022 13
3 Undertake a Health and Wellbeing gap analysis on three of the existing Savills UK Number of gap analyses 3 2022 -
4 Implement Health and Wellbeing minimum standards which apply to our UK % of office fit outs 100% 2023 -
5 Maintain an Employee Assistance Program, rated as Excellent Rating Excellent Annual 13
6 Support our staff through every stage of their career with relevant development, Action Complete review 2023 13
7 Achieve Level 3 Disability Confident Employer award and at least maintain that Action Level 3 2023 13
8 Achieve minority ethnic recruitment for apprentices and graduates annually at % 18% 2023 14
9 Ensure that the percentage of female directors increases % 25% 2023 12",3,This statement refers to specific numeric targets for various sustainability initiatives to be achieved by 2023.,,
Savills_UK,2023,"To employ 100 apprentices across Savills UK, with a 50:50 male to female ratio Number of apprentices 100 2023 14",3,This is a specific numeric target for future commitment.,,
Savills_UK,2023,Maintain accredited Living Wage Employer status % of employees paid 100% Annual 13,2,This is a high-level commitment to maintain a certain status.,,
Savills_UK,2023,Ensure procurement of renewable electricity across our UK workspaces % of green electricity 100% 2023 8,3,This is a specific numeric target for future commitment.,,
Savills_UK,2023,"Achieve net zero carbon across our UK workspaces and emissions from company Net emissions, tCO2e Zero net emissions 2030 8",4,This is a commitment to a net-zero or carbon-neutral target.,,
Savills_UK,2023,Report UK emissions footprint via public Energy Use and GHG disclosure Action Public report 2021 16,2,This is a high-level commitment to report emissions.,,
Savills_UK,2023,Undertake internal Scope 3 Emissions Assessment Action Internal report 2023 9,2,This is a high-level commitment to undertake an assessment.,,
Savills_UK,2023,Develop and implement a sustainable travel policy for staff Action Implement Policy 2021 8,2,This is a high-level commitment to develop and implement a policy.,,
Savills_UK,2023,Improve recycling rate across our UK workspaces % waste recycled 75% 2023 9,3,This is a specific numeric target for future commitment.,,
Savills_UK,2023,Reduce paper consumption usage from 2019 levels % 25% 2023 9,3,This is a specific numeric target for future commitment.,2,This refers to a past commitment (2019 levels) but the status is unknown.
Savills_UK,2023,Up-date sustainable procurement policies to include:- requirements to maximise Action Implement policies 2021 -,2,This is a high-level commitment to update policies.,,
