Category,Year,Statement,TaxonomyA_Categories,TaxonomyA_Explanations,TaxonomyB_Categories,TaxonomyB_Explanations
Kilroy_Reality,2015,The campus completed its LEED Master Site certification in 2014 and the office buildings are anticipated to achieve their LEED certifications in 2016.,3,"This statement refers to a specific numeric target for the campus, which is to achieve LEED certification for the office buildings in 2016.",3,This statement refers to a past commitment where the company has made progress by completing its LEED Master Site certification in 2014.
Kilroy_Reality,2015,We will continue to be as aggressive as possible in minimizing our company’s impact on the environment and human health in the coming years.,2,This statement shows a generic/high-level commitment to minimizing the company's environmental impact in the future.,,
Kilroy_Reality,2015,"We manage rising costs for energy and water through our efficiency programs to protect our tenants, but it is possible that as a result of climate change these costs could increase faster than we can reduce our energy and water use.",5,This statement refers to a detailed plan or roadmap for managing rising costs for energy and water through efficiency programs.,,
Kilroy_Reality,2015,We are actively pursuing aggressive water reduction projects to mitigate this risk.,3,This statement refers to a specific numeric target for water reduction projects.,,
Kilroy_Reality,2015,"We believe we are ahead of our peers in anticipating new energy regulations; for example, because we were prepared, complying with AB 1103 was less burdensome for us than certain competitors, as it will be for AB 802 when that goes into effect.",,,3,This statement acknowledges progress/achievement in anticipating and complying with new energy regulations.
Kilroy_Reality,2015,"We subscribe to the precautionary principle, which we interpret by assuming that the construction and management of our buildings has the potential to threaten the environment and building occupants.",2,This statement shows a generic/high-level commitment to the precautionary principle in the company's construction and management practices.,,
Kilroy_Reality,2015,"Our ability to anticipate, mitigate and prevent impacts from climate change is determined by the strength of our internal governance efforts, across all departments.",2,"This statement shows a generic/high-level commitment to anticipating, mitigating, and preventing impacts from climate change.",,
Kilroy_Reality,2015,Our expanded resilience strategy involves five steps: — Identify: Perform Risk Assessment and Identify Interdependencies – Complete — Analyze: Perform Business Impact Analysis – Target completion Q1 2016 — Develop: Select Recovery Strategies – Target completion Q1 2016 — Implement: Implement Updated Business,5,This statement refers to a detailed plan or roadmap for expanding the company's resilience strategy.,,
Kilroy_Reality,2015,"In addition, by committing to sustainable building, we have experienced expedited approvals and community support.",2,"This statement refers to a high-level commitment to sustainable building, but does not provide specific numeric targets or a detailed plan.",,
Kilroy_Reality,2015,"We are participating in USGBC-LA’s steering committee on Building Resilience-LA. This is an innovative program to make buildings, organizations and communities ready for disasters in ways that make life better today.",2,"This statement refers to a high-level commitment to participate in a program focused on building resilience, but does not provide specific numeric targets or a detailed plan.",,
Kilroy_Reality,2015,"Its first initiative is to develop a “Building Resilience Guide for Facilities,” which will launch at Greenbuild 2016. We represent the commercial real estate owner’s voice on the steering committee and plan to expand our resilience programs based on this guidance.",5,This statement refers to a detailed plan to expand resilience programs based on the guidance from the Building Resilience Guide for Facilities.,,
Kilroy_Reality,2015,We will consider individual requests for job-related tuition reimbursement from employees who have completed at least one year of continuous service.,2,"This statement refers to a high-level commitment to consider tuition reimbursement for employees, but does not provide specific numeric targets or a detailed plan.",,
Kilroy_Reality,2015,In 2015 we solidified our Health & Wellness program as a result of increasing scientific research12 that has linked health and productivity to the built environment.,,,3,This statement acknowledges progress in solidifying the Health & Wellness program in 2015.
Kilroy_Reality,2015,"We are proud to be pursuing WELL certification on one of the first two WELL residential high rise buildings in the US, at Hollywood Proper (the Columbia Square Residential Tower), targeting completion in June 2016. Also, The Exchange on Sixteenth in San Francisco is one of the first projects to be pursuing WELL Ready certification on a Core & Shell building, and we expect to earn that certification in 2017.","3, 5","This statement refers to specific numeric targets for achieving WELL certification on two projects, with expected completion dates. | The statement also outlines a detailed plan or roadmap for achieving these certifications.",,
Kilroy_Reality,2015,"To verify the quality of our indoor air, we had 11 buildings (out of our total 101 buildings, 8.1% of stabilized portfolio by square footage) go through extensive IAQ testing in San Diego and San Francisco with Healthy Buildings in accordance with LEED procedures for verifying indoor air quality.",,,3,"This statement acknowledges progress or achievement of past commitments, specifically the completion of indoor air quality testing in 11 buildings."
Kilroy_Reality,2015,"The building gave out gift cards to Sports Authority to the winners, and looks forward to similar initiatives in 2016.",2,This statement refers to a generic or high-level commitment to continue similar initiatives in the future.,,
Kilroy_Reality,2015,"Our goal is to deliver a steady stream of high quality, adaptable and productive work environments for the wide range of industries attracted to the vibrant economic centers on the West Coast of the United States.",2,"This statement refers to a generic or high-level commitment to deliver high quality, adaptable and productive work environments.",,
Kilroy_Reality,2015,G4-EC2 Financial implications and other risks 53-55 72-75 for the organization's activities due to climate change.,2,This statement refers to a high-level commitment to understanding and addressing the financial implications and risks associated with climate change.,,
Kilroy_Reality,2015,G4-EN6 Reduction of energy consumption. 18 72-75,3,This statement refers to a specific numeric target of reducing energy consumption.,,
Kilroy_Reality,2015,G4-EN29 Monetary value of significant fines and total 56 72-75 number of non-monetary sanctions for non-compliance with environmental laws and regulations.,,,4,"This statement refers to past commitments, specifically acknowledging shortfalls or missed targets in terms of compliance with environmental laws and regulations."
Kilroy_Reality,2015,"G4-CRE8 Type and number of sustainability 21-23, 40 72-75 certification, rating and labeling schemes for new construction, management, occupation and redevelopment",5,"This statement refers to a detailed plan or roadmap for achieving sustainability certifications, ratings, and labels for new construction, management, occupation, and redevelopment.",,
Kilroy_Reality,2015,Kilroy Realty has demonstrated a range of initiatives to enable the inclusion of internal and external stakeholders in the company’s sustainability management programme.,2,"This statement refers to a high-level commitment to sustainability management, which includes carbon emissions management.",,
Kilroy_Reality,2015,"The company demonstrates a continued drive for improved performance, and has for the first time this year set a new, science-based energy target to be accomplished by 2020.","3, 6","This statement refers to a specific numeric target for energy use, which is a proxy for carbon emissions. | The target is described as 'science-based', indicating it aligns with an external framework.",2,"The statement refers to a past commitment to improve performance, but the status of this commitment is not specified."
Kilroy_Reality,2015,"Kilroy Realty remains a leader in their industry sector, as demonstrated by continued top recognition from sustainability award programs.",,,3,"This statement acknowledges progress towards past commitments, as evidenced by recognition from sustainability award programs."
Kilroy_Reality,2015,"Additionally, they have adopted innovative programs to augment their environmental performance such as piloting electronic buildings management software enhancements.",2,"This statement refers to a high-level commitment to improve environmental performance, which includes carbon emissions management.",,
