Category,Year,Statement,TaxonomyA_Categories,TaxonomyA_Explanations,TaxonomyB_Categories,TaxonomyB_Explanations
New_World_Development_Company_Limited,2023,"Located on a prime waterfront site, HKCEC completed the first phase of chiller replacement with seawater-cooled models in FY2022, with the remaining five chillers replaced in FY2023. With this initiative, the 20% increase in system’s energy efficiency is expected to increase by 20% with an annual energy saving energy efficiency of approximately 2.84 million kWh.",3,This statement refers to a specific numeric target for energy efficiency improvement.,3,This statement acknowledges progress on a past commitment to replace chillers and improve energy efficiency.
New_World_Development_Company_Limited,2023,"NWD was one of the first companies to purchase voluntary carbon credits on Core Climate, the international carbon marketplace launched by HKEX in October 2022.",2,This statement refers to a high-level commitment to purchase voluntary carbon credits.,3,This statement acknowledges progress on a past commitment to purchase carbon credits.
New_World_Development_Company_Limited,2023,The New World Green Transport Alliance (“NWGTA”) leverages NWD’s property portfolio and strengths in fostering collaboration and building ecosystems to support increased electric vehicle (“EV”) use and reduce vehicular emissions.,2,This statement refers to a high-level commitment to support increased EV use and reduce vehicular emissions.,,
New_World_Development_Company_Limited,2023,The Alliance will equip the NWD portfolio with more than 100 multi-model EV charging points over three to five years at selected locations.,3,This statement refers to a specific numeric target for installing EV charging points.,,
New_World_Development_Company_Limited,2023,Our SV2030 target is to reduce the water intensity of NWCON by 25% by FY2030 against a FY2015 baseline.,3,This statement refers to a specific numeric target for reducing water intensity.,,
New_World_Development_Company_Limited,2023,Our target is to reduce the waste-to-landfill intensity of NWCON by 15% by FY2030 against a FY2015 baseline.,3,This statement refers to a specific numeric target for reducing waste-to-landfill intensity.,,
New_World_Development_Company_Limited,2023,NWD is committed to minimising the impact of our developments on natural habitats and protecting biodiversity.,2,This statement refers to a high-level commitment to minimize impact on natural habitats and protect biodiversity.,,
New_World_Development_Company_Limited,2023,"NWCL is conserving and enhancing the biodiversity of 13 residential communities across the Greater Bay Area, through maintaining or enhancing local species diversity through landscaping, tree planting targets and regular tree surveys, and expanding community planting programmes to encourage greater appreciation of biodiversity and nature.",3,This statement refers to a specific numeric target for tree planting and biodiversity conservation.,,
New_World_Development_Company_Limited,2023,"Group Customer Ecosystem Team has conducted our first cross-BU campaign focused on customer wellness in FY2023, extending our health and wellbeing offer for our customers.",2,This statement refers to a high-level commitment to customer wellness.,3,This statement acknowledges progress on a past commitment to customer wellness.
New_World_Development_Company_Limited,2023,"The continued development of our innovative CSV Lease promotes sustainable lifestyles to our customers, raising awareness and effort towards a more sustainable future.",2,This statement refers to a high-level commitment to promoting sustainable lifestyles.,,
New_World_Development_Company_Limited,2023,"In the past three years, NWD has not experienced any cybersecurity breaches. In FY2023, we received no complaints regarding customer privacy, and no customer data leaks, thefts or losses were identified.",,,3,This statement acknowledges progress on past commitments to cybersecurity and data privacy.
New_World_Development_Company_Limited,2023,"Our data security management systems were certified against the ISO/IEC 27001:2022 Information Security Management Systems standards during FY2023, satisfying international standards for secure data handling.",6,This statement refers to a commitment to an external framework for data security.,3,This statement acknowledges progress on a past commitment to data security.
New_World_Development_Company_Limited,2023,"Through our PropTech platform, the property-purchase blockchain creates efficiencies for our customers and is an example of our innovative spirit.",2,This statement refers to a high-level commitment to innovation and customer efficiency.,,
New_World_Development_Company_Limited,2023,"Our CSV mission, achieving our Scope 3 emissions reduction goals, and demonstrating leading practice in sustainability.",3,"This statement refers to a specific numeric target, which is the Scope 3 emissions reduction goals.",,
New_World_Development_Company_Limited,2023,Collaborating to Reduce Scope 3 Emissions,5,This statement refers to a detailed plan or roadmap to reduce Scope 3 emissions.,,
New_World_Development_Company_Limited,2023,We continue to enhance our monitoring requirements to further reduce Scope 3 emissions and enhance the sustainable procurement of our construction businesses.,5,This statement refers to a detailed plan or roadmap to reduce Scope 3 emissions and enhance sustainable procurement.,,
New_World_Development_Company_Limited,2023,"NWD was a founding member of the Sustainable Procurement Charter in 2018, when it was established by the Green Council to promote sustainable procurement in Hong Kong.",,,3,"This statement acknowledges progress or achievement of a past commitment, which is the establishment of the Sustainable Procurement Charter."
New_World_Development_Company_Limited,2023,"As of FY2023, NWD continues to meet the Sustainable Procurement Charter Level 3 criteria, demonstrating leading performance.",,,3,"This statement acknowledges progress or achievement of a past commitment, which is meeting the Level 3 criteria of the Sustainable Procurement Charter."
New_World_Development_Company_Limited,2023,"NWD has made public commitments to express our support for diversity and inclusion. We endorsed the UN Women’s Empowerment Principles in 2020 and are a signatory to the Racial Diversity and Inclusion Charter for Employers, which is governed by Hong Kong’s Equal Opportunities Commission.",2,"This statement refers to a high-level commitment to diversity and inclusion, but does not provide specific numeric targets or a detailed plan.",3,The company acknowledges progress on their commitment to diversity and inclusion by mentioning their endorsement of the UN Women’s Empowerment Principles and signing of the Racial Diversity and Inclusion Charter.
New_World_Development_Company_Limited,2023,"Female Board member representation exceeded our 30% target during FY2023, increasing to 35.3%.",3,This statement refers to a specific numeric target for female representation on the board.,3,The company acknowledges progress on their commitment to gender diversity by exceeding their target for female board representation.
New_World_Development_Company_Limited,2023,"Five senior leaders from across the Group were members of the Male Allies Initiative during the 2022–2023 cycle, The Initiative is convened by The Women’s Foundation to advance workplace gender diversity and support women in decision-making roles.",2,"This statement refers to a high-level commitment to gender diversity and supporting women in decision-making roles, but does not provide specific numeric targets or a detailed plan.",3,The company acknowledges progress on their commitment to gender diversity by mentioning their participation in the Male Allies Initiative.
New_World_Development_Company_Limited,2023,"The safety of our employees is our number one priority, and we endeavour to always provide a safe and healthy work environment. In FY2023, the Group recorded a Lost-time Injury Rate (per 100 employees) (“LTIR”) of 0.3 within the reporting scope. We are fully committed to achieving zero fatalities at our workplace.",4,This statement refers to a net-zero target for workplace fatalities.,3,The company acknowledges progress on their commitment to employee safety by reporting a low Lost-time Injury Rate.
New_World_Development_Company_Limited,2023,"Acting on feedback from our FY2022 Employee Satisfaction Survey, we launched the Family Care for Good initiative in July 2022 as a three-month pilot programme to explore new approaches to work arrangements.",5,This statement refers to a detailed plan or roadmap for improving work arrangements based on employee feedback.,5,The company mentions an updated commitment to employee satisfaction by launching a new initiative based on feedback from a previous survey.
New_World_Development_Company_Limited,2023,New World Build for Good is our not-for-profit social housing enterprise working to address the housing affordability challenge in Hong Kong.,2,This statement refers to a high-level commitment to address housing affordability in Hong Kong.,,
New_World_Development_Company_Limited,2023,"New World Build for Good is developing Hong Kong’s first ever not-for-profit privately subsidised housing project, which aims to build and sell around 300 flats at a below-market price to assist young families in purchasing an affordable home.",3,This statement refers to a specific numeric target of building and selling around 300 flats at a below-market price.,,
New_World_Development_Company_Limited,2023,"Four transitional housing projects are now in different planning and construction phases and will create approximately 3,000 affordable units on land donated by NWD to the HKSAR Government.",3,"This statement refers to a specific numeric target of creating approximately 3,000 affordable units.",,
New_World_Development_Company_Limited,2023,NWD will continue to collaborate with NGOs and government to improve housing opportunities.,2,This statement refers to a high-level commitment to improve housing opportunities through collaboration with NGOs and government.,,
New_World_Development_Company_Limited,2023,"Through the New World Springboard programme, over 1,200 students from under-resourced families have benefitted from professional sports training, life skills and career planning advice since 2012.",,,3,"This statement acknowledges progress of a past commitment, with over 1,200 students having benefitted from the New World Springboard programme since 2012."
New_World_Development_Company_Limited,2023,We support the HKSAR Government’s Strive and Rise Programme promoting upward mobility of teenagers and addressing intergenerational poverty.,2,This statement refers to a high-level commitment to support the Strive and Rise Programme.,,
New_World_Development_Company_Limited,2023,"During the year, New World Facilities Management (“NWFM”) participated in the Business-School Partnership Programme (“BSPP”), an initiative of the Hong Kong Education Bureau, to encourage students to consider a career in facilities management.",,,3,"This statement acknowledges progress of a past commitment, with NWFM having participated in the BSPP during the year."
New_World_Development_Company_Limited,2023,Our SV2030 targets were developed and announced in FY2018 to demonstrate our ambition and commitment to sustainable development.,2,This statement refers to a high-level commitment made by the company towards sustainable development.,3,"The company acknowledges progress towards their SV2030 targets, which were set in the past."
New_World_Development_Company_Limited,2023,"Due to the disposal of NWCON effective FY2023, and reclassification of NWDS and NWSH as investments contributing to Scope 3 emissions, we are updating our SV2030 targets with improved scoping methodology to better reflect our current business activities, which we aim to disclose and report from FY2024 onwards.",5,The company is detailing a plan to update their SV2030 targets to better reflect their current business activities.,5,The company is updating and extending their past commitments (SV2030 targets) to better align with their current business activities.
