Category,Year,Statement,TaxonomyA_Categories,TaxonomyA_Explanations,TaxonomyB_Categories,TaxonomyB_Explanations
Kilroy_Reality,2018,"In December 2018, our 350 Mission Street property achieved TRUE Zero Waste Certification at the Gold level.",,,3,"This statement acknowledges a past commitment that was achieved, as the property received a TRUE Zero Waste Certification."
Kilroy_Reality,2018,"In 2018, we had an impressive array of development projects underway, all targeting LEED Gold or Platinum.",3,"This statement refers to a specific numeric target for future commitments, as all development projects are targeting LEED Gold or Platinum.",,
Kilroy_Reality,2018,We increased our commitment to providing all-electric Core & Shell buildings as a means to further reduce the carbon footprint of our development projects.,2,This statement refers to a high-level commitment to reduce carbon footprint by providing all-electric Core & Shell buildings.,,
Kilroy_Reality,2018,"At year end 2018, 63% of our stabilized portfolio had achieved LEED certification and we have an additional 9 projects, across 15 buildings and 6 million square feet, registered for certification.",3,This statement refers to a specific numeric target of achieving LEED certification for their projects.,3,This statement acknowledges progress towards achieving LEED certification for their projects.
Kilroy_Reality,2018,"All ground-up construction will pursue LEED Gold certification or better, and all major renovations will pursue LEED Silver certification or better",3,This statement refers to a specific numeric target of achieving LEED Gold certification for all ground-up construction and LEED Silver certification for all major renovations.,,
Kilroy_Reality,2018,"The Exchange on Sixteenth in San Francisco received its LEED Platinum certification, our only project eligible for a LEED development certification in 2018.",,,3,This statement acknowledges progress towards achieving LEED Platinum certification for The Exchange on Sixteenth project.
Kilroy_Reality,2018,"Our 750,000 square foot office development, The Exchange on Sixteenth, earned LEED Platinum certification in November, 2018.",,,3,This statement acknowledges progress towards achieving LEED Platinum certification for The Exchange on Sixteenth project.
Kilroy_Reality,2018,"For example, as part of our Flower Mart project, we have made a binding commitment to the community to build the existing flower vendors a new state-of-the-art space as part of the project and maintain rents at a level that will help ensure their ability to stay and thrive.",2,This statement refers to a high-level commitment to the community as part of the Flower Mart project.,,
Kilroy_Reality,2018,"ROOF DECK – 9455 TOWNE CENTRE, SAN DIEGO, CA // TARGETING LEED PLATINUM",2,This statement indicates a high-level commitment to achieving LEED Platinum certification for the building.,,
Kilroy_Reality,2018,We are proud that 93 of our janitors across 40% of our portfolio have gone through the Green Janitor Education Program.,,,3,This statement acknowledges progress towards a past commitment to train janitors in sustainability practices.
Kilroy_Reality,2018,We continue to be industry leaders in green leasing and our brokers were the main focus of our external communications in 2018.,2,This statement indicates a high-level commitment to continue being industry leaders in green leasing.,3,This statement acknowledges progress towards a past commitment to focus on green leasing.
Kilroy_Reality,2018,We completed 6 LEED for Existing Buildings Certifications through Arc in 2018,,,3,This statement acknowledges progress towards a past commitment to achieve LEED certifications.
Kilroy_Reality,2018,40% of all existing assets to earn Fitwel certification by year end 2019,3,This statement indicates a specific numeric target for Fitwel certifications.,,
Kilroy_Reality,2018,Implement TCFD recommendations by year end 2021.,3,This statement indicates a specific numeric target for implementing TCFD recommendations.,,
Kilroy_Reality,2018,"In 2018, our Board of Directors established a Corporate Social Responsibility and Sustainability Committee. Their charter charges them with oversight of environmental and social issues at KRC and their role is to oversee and advance our corporate social responsibility and sustainability initiatives and recognize that community engagement and sustainable operations benefit all of our stakeholders and are key to preserving our value and credibility.",2,"This statement refers to a high-level commitment to sustainability and social responsibility, but does not provide specific numeric targets or detailed plans.",3,The establishment of the Corporate Social Responsibility and Sustainability Committee in 2018 is a past commitment that has been acknowledged and achieved.
Kilroy_Reality,2018,KRC sustainability policies (full policy text can be found at: https://kilroyrealty.com/commitment-sustainability under ‘Action Plan’):,5,"This statement refers to a detailed plan or roadmap for sustainability, as it mentions the existence of a comprehensive set of sustainability policies.",3,The existence of these sustainability policies indicates that past commitments to sustainability have been acknowledged and achieved.
Kilroy_Reality,2018,"On November 14, 2018 we announced that our operating partnership, Kilroy Realty, LP, priced an underwritten public offering of $400 million aggregate principal amount of 4.750% senior notes due 2028 with a commitment to allocate the proceeds from these bonds to one or more Eligible Green Projects.",3,This statement refers to a specific numeric target for funding green projects.,3,The announcement in 2018 of the public offering is a past commitment that has been acknowledged and achieved.
Kilroy_Reality,2018,"Kilroy Realty Corporation (KRC)’s goal is to deliver a steady stream of high quality, adaptable and productive work environments for the wide range of industries attracted to the vibrant economic centers on the West Coast of the United States. Because a high quality work environment is one that is sustainably built and operated, our sustainability programs are critical in enabling us to deliver premium product to our rapidly evolving market.",2,This statement shows a high-level commitment to sustainability and sustainable operations.,,
Kilroy_Reality,2018,The proceeds from the issuance of Green Bonds by KRC will be applied to finance investments in property development projects that earn either LEED Gold or LEED Platinum under any of the US Green Building Council (USGBC) Building Design & Construction Rating Systems: Core & Shell or New Construction.,3,"This statement shows a specific numeric target, aiming for LEED Gold or Platinum certification for their property development projects.",,
Kilroy_Reality,2018,We have chosen to allocate all KRC Green Bonds to LEED Gold and Platinum development projects.,3,"This statement shows a specific numeric target, allocating all Green Bonds to LEED Gold and Platinum projects.",,
Kilroy_Reality,2018,"KRC will accomplish this goal by achieving the highest levels of performance in energy and water efficiency, waste management, supply chain management, tenant engagement, human capital development environmental construction, sustainable building operations, green building certifications, materials selection and community involvement.",5,This statement shows a detailed plan or roadmap for achieving their sustainability goals.,,
Kilroy_Reality,2018,"This is our eighth corporate sustainability report and sixth developed in accordance with GRI guidelines. For the first time, this report has been prepared in accordance with the GRI Standards: Core option. For the previous 5 years, we used the GRI G4 standards.",,,2,"This statement mentions past commitments to sustainability reporting, though the status of these commitments is not explicitly stated."
Kilroy_Reality,2018,"In 2018, the Committee endorsed the Task Force on Climate-related Financial Disclosures (TCFD) recommendations because it believes TCFD is the most robust climate change disclosure framework available and will help us define the climate change impacts that will be material to our business.",6,"The company has committed to the TCFD recommendations, which is a science-based or external framework commitment.",,
Kilroy_Reality,2018,This Green Bond Framework sets out how KRC proposes to use the proceeds of Green Bonds for the construction of Eligible Green Projects in a manner consistent with our sustainable values and provide the transparency and disclosures investors need to make investment decisions.,5,The company has outlined a detailed plan or roadmap for using the proceeds of Green Bonds for sustainable projects.,,
Kilroy_Reality,2018,No current project in our development pipeline would be at risk of exclusion under these criteria and since 2014 we have never failed to earn at least LEED Gold on a ground up development project or a major renovation as a result of our aggressive sustainability objectives and robust internal capacity for achieving those objectives.,,,3,"The company acknowledges progress or achievement of past commitments, as they have consistently earned at least LEED Gold on projects since 2014."
Kilroy_Reality,2018,"So long as KRC has Green Bonds outstanding, the Company will annually report in its sustainability report and on its website, 1) the use of proceeds (project name, LEED certification date and level) for each green bond issued, 2) the total amount of proceeds allocated to Eligible Projects and balance of unallocated proceeds contractual maturity dates, 3) energy and water savings achieved from the LEED baseline in the development project, as well as current energy star scores once the projects achieve eligibility through 12 months of continuous occupancy and 4) management confirmation that the use of proceeds of the Green Bonds is in alignment with the KRC Green Bond Framework.",5,The company has outlined a detailed plan or roadmap for reporting on the use of Green Bonds and the progress of their sustainable projects.,,
Kilroy_Reality,2018,"For San Francisco, the emissions intensity performance benchmark (base building) for a Bond term of 2018 to 2018 is 9.74 kgCO2e/m2/yr as per the CBI Low Carbon Buildings Calculator. To qualify, the nominated projects and assets must have an emissions intensity below this benchmark.",3,This statement refers to a specific numeric target for emissions intensity that projects and assets must meet.,,
Kilroy_Reality,2018,The Climate Bond issued must specify the project collateral or physical assets with which it is associated,2,This statement refers to a high-level commitment to specify the project collateral or physical assets associated with a Climate Bond.,,
Kilroy_Reality,2018,Climate Bond issuing entities must demonstrate that the proceeds of a Climate Bond have been allocated to the Nominated Project(s) within 24 months after the bond is issued,5,This statement refers to a detailed plan or roadmap for allocating the proceeds of a Climate Bond to nominated projects within a specific timeframe.,,
Kilroy_Reality,2018,Proceeds must be allocated to Nominated Project(s),2,This statement refers to a high-level commitment to allocate proceeds to nominated projects.,,
Kilroy_Reality,2018,The Issuer of the bond shall maintain the earmarking process to manage and account for funding to the Nominated Projects & Assets,5,This statement refers to a detailed plan or roadmap for managing and accounting for funding to nominated projects and assets.,,
Kilroy_Reality,2018,Reporting on use of proceeds and nominated projects and assets,2,This statement refers to a high-level commitment to report on the use of proceeds and nominated projects and assets.,,
Kilroy_Reality,2018,"Nominated projects and assets include financing of or investments in equipment and systems which enable the mitigation of greenhouse gasses, as detailed in Appendix B.",2,This statement refers to a high-level commitment to finance or invest in projects and assets that mitigate greenhouse gas emissions.,,
Kilroy_Reality,2018,"If a city baseline is available for setting emissions intensity performance benchmarks for Green Buildings, that option must be used to demonstrate compliance.",3,"This statement refers to a specific numeric target for emissions intensity performance benchmarks for Green Buildings, if a city baseline is available.",,
Kilroy_Reality,2018,"DNV GL recommends as part of the company’s continual improvement in its reporting of carbon emissions, KRC conduct an analysis to determine what percent of operational control, if any, it has in each of the company’s indirectly managed assets (across both office and life-science) as it relates to energy consumption and carbon emissions. This will help the company determine the significance of these operations to its Scope 1 and Scope 2 emissions and more clearly define its Scope 3 boundaries.",2,This statement refers to a generic/high-level commitment to improve carbon emissions reporting and understanding of the company's operational control over its indirectly managed assets.,,
Kilroy_Reality,2018,"Our review of GHG emissions, energy, waste, and water data presented in the report resulted in minimal technical errors being identified based on our sampling. These errors have been corrected for the final report.",,,3,"This statement refers to past commitments to accurately report GHG emissions, energy, waste, and water data. The company acknowledges progress in this area, as minimal technical errors were identified and corrected."
Kilroy_Reality,2018,"The environmental footprint claims for KRC’s whole portfolio which includes managed assets, indirectly managed assets, and Life Science assets are listed below.",,,2,This statement refers to past commitments to report on the environmental footprint of KRC's portfolio. The status of these commitments is not explicitly stated.
